Each;search;id;author;year;journal;title;select;species;strain;strainGrouped;origin;sex;model;mTime;mTimeStart;mTimeEnd;mHours;mHoursAve;mCage;mCageGrouped;mLD;mLDGrouped;mRepetition;mControlGrouped;mDetails;hit2Grouped;hit2Ccomment;nest;testAuthor;testAuthorGrouped;waterTcate;waterT;testDetail;testLength;testHab;testLD;testLDGrouped;ageRange;ageWeek;exclude;varAuthor;varAuthorGrouped;freezingType;retentionInMin;retention;retentionGrouped;direction;directionGrouped;directionAnalysis;dataFrom;effectSizeCorrection;cut_nC;n_notRetriev;nC;meanC;sdC;seC;nE;meanE;sdE;seE;dataType;seqGeneration;baseline;allocation;housing;blindExp;control;outAss;outBlind;incData;;
1572;W;23623774;"Li, M; Xue, XF; Shao, S; Shao, F; Wang, WW";2013;BRAIN RESEARCH;Cognitive, emotional and neurochemical effects of repeated maternal separation in adolescent rats;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1535;W;23624119;"Qiu, ZK; Zhang, LM; Zhao, N; Chen, HX; Zhang, YZ; Liu, YQ; Mi, TY; Zhou, WW; Li, Y; Yang, RF; Xu, JP; Li, YF";2013;PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY;Repeated administration of AC-5216, a ligand for the 18 kDa translocator protein, improves behavioral deficits in a mouse model of post-traumatic stress disorder;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1467;W;23628383;"Mommer, BC; Bell, AM";2013;PHYSIOLOGY & BEHAVIOR;A test of maternal programming of offspring stress response to predation risk in threespine sticklebacks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6224;P;23636475;Vandewege MW, Phillips CJ, Wickliffe JK, Hoffmann FG.;2013;J Mol Evol;Evolution of the ABPA subunit of androgen-binding protein expressed in the submaxillary glands in New and Old World rodent taxa.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1520;W;23639432;"Sun, YH; Evans, J; Russell, B; Kydd, R; Connor, B";2013;NEUROPHARMACOLOGY;A benzodiazepine impairs the neurogenic and behavioural effects of fluoxetine in a rodent model of chronic stress;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1576;W;23643586;"Carluccio, A; Contri, A; Amendola, S; De Angelis, E; De Amicis, I; Mazzatenta, A";2013;PHYSIOLOGY & BEHAVIOR;Male isolation: A behavioral representation of the pheromonal 'female effect' in donkey (Equus asinus);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1521;W;23643750;"Besheer, J; Fisher, KR; Lindsay, TG; Cannady, R";2013;NEUROPHARMACOLOGY;Transient increase in alcohol self-administration following a period of chronic exposure to corticosterone;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1574;W;23643993;"Zhang, J; Abdallah, CG; Chen, YW; Huang, TH; Huang, QJ; Xu, CT; Xiao, YY; Liu, YZ; Ding, Y; Wu, RH";2013;NEUROSCIENCE LETTERS;Behavioral deficits, abnormal corticosterone, and reduced prefrontal metabolites of adolescent rats subject to early life stress;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1590;W;23644483;"Wang, XD; Su, YA; Wagner, KV; Avrabos, C; Scharf, SH; Hartmann, J; Wolf, M; Liebl, C; Kuhne, C; Wurst, W; Holsboer, F; Eder, M; Deussing, JM; Muller, MB; Schmidt, MV";2013;NATURE NEUROSCIENCE;Nectin-3 links CRHR1 signaling to stress-induced memory deficits and spine loss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525;W;23647082;"Smith, AS; Lieberwirth, C; Wang, ZX";2013;STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS;Behavioral and physiological responses of female prairie voles (Microtus ochrogaster) to various stressful conditions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1586;W;23648774;"Chokchaloemwong, D; Prakobsaeng, N; Sartsoongnoen, N; Kosonsiriluk, S; El Halawani, M; Chaiseha, Y";2013;HORMONES AND BEHAVIOR;Mesotocin and maternal care of chicks in native Thai hens (Gallus domesticus);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1615;W;23650527;"Mak, GK; Antle, MC; Dyck, RH; Weiss, S";2013;PLOS ONE;Bi-Parental Care Contributes to Sexually Dimorphic Neural Cell Genesis in the Adult Mammalian Brain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1585;W;23651612;"Kikusui, T; Shimokawa, Y; Kanbara, N; Nagasawa, M; Mogi, K";2013;HORMONES AND BEHAVIOR;Organizational effects of estrogen on male-type vulnerability to early weaning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1471;W;23660109;"Marco, EM; Scattoni, ML; Rapino, C; Ceci, C; Chaves, N; Macri, S; Maccarrone, M; Laviola, G";2013;PSYCHONEUROENDOCRINOLOGY;Emotional, endocrine and brain anandamide response to social challenge in infant male rats;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1513;W;23664084;"Krolow, R; Noschang, C; Arcego, DM; Huffell, AP; Marcolin, ML; Benitz, AN; Lampert, C; Fitarelli, RD; Dalmaz, C";2013;METABOLISM-CLINICAL AND EXPERIMENTAL;Sex-specific effects of isolation stress and consumption of palatable diet during the prepubertal period on metabolic parameters;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6229;P;23667167;Dorward DA, Lucas CD, Alessandri AL, Marwick JA, Rossi F, Dransfield I, Haslett C, Dhaliwal K, Rossi AG.;2013;J Leukoc Biol;Technical advance: autofluorescence-based sorting: rapid and nonperturbing isolation of ultrapure neutrophils to determine cytokine production.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6230;P;23669047;Roberts DC, Gabriele A, Zimmer BA.;2013;Neurosci Biobehav Rev;Conflation of cocaine seeking and cocaine taking responses in IV self-administration experiments in rats: methodological and interpretational considerations.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1536;W;23669137;"Majidi-Zolbanin, J; Azarfarin, M; Samadi, H; Enayati, M; Salari, AA";2013;BEHAVIOURAL BRAIN RESEARCH;Adolescent fluoxetine treatment decreases the effects of neonatal immune activation on anxiety-like behavior in mice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1472;W;23669323;"Asor, E; Belhanes, H; Kavushansky, A; Zubedat, S; Klein, E; Avital, A; Ben-Shachar, D";2013;PSYCHONEUROENDOCRINOLOGY;Early postnatal interference with the expression of multiple Sp1 regulated genes leads to disparate behavioral response to sub-chronic and chronic stress in rats;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1483;W;23672796;"Sachs, BD; Rodriguiz, RM; Siesser, WB; Kenan, A; Royer, EL; Jacobsen, JPR; Wetsel, WC; Caron, MG";2013;INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY;The effects of brain serotonin deficiency on behavioural disinhibition and anxiety-like behaviour following mild early life stress;contact;mice;C57Bl/6-12956/SvEv - Tph2KI+/+;C57Bl6;B;;M;P1-P14;1;14;3;3;NC;NC;L;L;RP;H;;0;other behaviour tests but at least 1 week before;a;elevated zero maze;E0M;;;placed in a closed arm;5min;;L;L;suppl;unclear;;number open arm entries;entriesOpen;;;;;;;;ruler;;;;14;179;;29;9;124;;22;count;NS;NS;NS;NS;NS;Y;NS;NS;NS;;
1483;W;23672796;"Sachs, BD; Rodriguiz, RM; Siesser, WB; Kenan, A; Royer, EL; Jacobsen, JPR; Wetsel, WC; Caron, MG";2013;INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY;The effects of brain serotonin deficiency on behavioural disinhibition and anxiety-like behaviour following mild early life stress;contact;mice;C57Bl/6-12956/SvEv - Tph2KI+/+;C57Bl6;B;;M;P1-P14;1;14;3;3;NC;NC;L;L;RP;H;;0;other behaviour tests but at least 1 week before;a;fear conditioning;fearConditioning;;;ce were initially allowed to freely explore the apparatus for 2 min, after which they were presented with the conditioned stimulus (a 72 dB, 29 kHz tone) for 30 s. Each mouse received a 0.4mA foot shock for 2 s just prior to tone termination. Each mouse was allowed to remain in the chamber for an additional 30 s and was then returned to its home cage. After 24 h, each mouse was individually returned to the conditioning chamber, and its freezing behaviour was recorded over a 5 min period in the absence of the tone or foot-shock;5min;1;L;L;suppl;unclear;;freezing (24h);freezingMem;recall;;24h;;;;;ruler;;;;4;262;;15;10;213;;18;count;NS;NS;NS;NS;NS;Y;NS;NS;NS;;
1483;W;23672796;"Sachs, BD; Rodriguiz, RM; Siesser, WB; Kenan, A; Royer, EL; Jacobsen, JPR; Wetsel, WC; Caron, MG";2013;INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY;The effects of brain serotonin deficiency on behavioural disinhibition and anxiety-like behaviour following mild early life stress;contact;mice;C57Bl/6-12956/SvEv - Tph2KI+/+;C57Bl6;B;;M;P1-P14;1;14;3;3;NC;NC;L;L;RP;H;;;;a;open field;OF;;;21x21x30, measured in 5 min intervals overl 30 min period;5min;;L;L;w8;8;;time spent center;timeCenter;;;;;;;;;;;;;;;;;;;;count;NS;NS;NS;NS;NS;Y;NS;NS;NS;;
1483;W;23672796;"Sachs, BD; Rodriguiz, RM; Siesser, WB; Kenan, A; Royer, EL; Jacobsen, JPR; Wetsel, WC; Caron, MG";2013;INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY;The effects of brain serotonin deficiency on behavioural disinhibition and anxiety-like behaviour following mild early life stress;contact;mice;C57Bl/6-12956/SvEv - Tph2KI+/+;C57Bl6;B;;M;P1-P14;1;14;3;3;NC;NC;L;L;RP;H;;0;other behaviour tests but at least 1 week before;a;elevated zero maze;E0M;;;placed in a closed arm;5min;;L;L;suppl;unclear;;time spent open;timeOpen;;;;;;;;;;;;;;;;;;;;percentage;NS;NS;NS;NS;NS;Y;NS;NS;NS;;
1483;W;23672796;"Sachs, BD; Rodriguiz, RM; Siesser, WB; Kenan, A; Royer, EL; Jacobsen, JPR; Wetsel, WC; Caron, MG";2013;INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY;The effects of brain serotonin deficiency on behavioural disinhibition and anxiety-like behaviour following mild early life stress;contact;mice;C57Bl/6-12956/SvEv - Tph2KI+/+;C57Bl6;B;;M;P1-P14;1;14;3;3;NC;NC;L;L;RP;H;;0;other behaviour tests but at least 1 week before;a;step down passive avoidance;stepDownAvoidance;;;protocol as Prado 2006. Only short term avoidance tested, immediately following conditioning. From Prado 2006: mice on platform, when they step down, they receive a footshock (2.0 s, 0.3 mA scrambled). Test phase after 1.5h: no footshock. Latency to step down, ceiling of 180s;;;L;L;suppl;unclear;;latency to step down (1.5h);latencyStepDown;;;1.5h;;;;;;;;;;;;;;;;;count;NS;NS;NS;NS;NS;Y;NS;NS;NS;;
1483;W;23672796;"Sachs, BD; Rodriguiz, RM; Siesser, WB; Kenan, A; Royer, EL; Jacobsen, JPR; Wetsel, WC; Caron, MG";2013;INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY;The effects of brain serotonin deficiency on behavioural disinhibition and anxiety-like behaviour following mild early life stress;contact;mice;C57Bl/6-12956/SvEv - Tph2KI+/+;C57Bl6;B;;M;P1-P14;1;14;3;3;NC;NC;L;L;RP;H;;;;a;open field;OF;;;21x21x30, measured in 5 min intervals overl 30 min period;5min;;L;L;w8;8;1;total distance travelled;distance;;;;;;;;;;;;;;;;;;;;count;NS;NS;NS;NS;NS;Y;NS;NS;NS;;
1483;W;23672796;"Sachs, BD; Rodriguiz, RM; Siesser, WB; Kenan, A; Royer, EL; Jacobsen, JPR; Wetsel, WC; Caron, MG";2013;INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY;The effects of brain serotonin deficiency on behavioural disinhibition and anxiety-like behaviour following mild early life stress;contact;mice;C57Bl/6-12956/SvEv - Tph2KI+/+;C57Bl6;B;;M;P1-P14;1;14;3;3;NC;NC;L;L;RP;H;;0;other behaviour tests but at least 1 week before;a;cliff avoidance test;cliffAvoidance;;;mice placed on a transparent glass platform (elevated 20 cm, diameter 12cm). Latency to jumpo off the platform head-first onto a pad below, number of head-dips. Mice who fell were excluded;;;L;L;suppl;unclear;1;latency to jump off;latencyJump;;;;;;;;;;;;6;;;;11;;;;count;NS;NS;NS;NS;NS;Y;NS;NS;NS;;
6232;P;23672996;Navone SE, Marfia G, Nava S, Invernici G, Cristini S, Balbi S, Sangiorgi S, Ciusani E, Bosutti A, Alessandri G, Slevin M, Parati EA.;2013;Vasc Cell;Human and mouse brain-derived endothelial cells require high levels of growth factors medium for their isolation, in vitro maintenance and survival.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1517;W;23684180;"O'Connor, RM; Grenham, S; Dinan, TG; Cryan, JF";2013;INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY;microRNAs as novel antidepressant targets: converging effects of ketamine and electroconvulsive shock therapy in the rat hippocampus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6233;P;23685235;Bogdanova OV, Kanekar S, D'Anci KE, Renshaw PF.;2013;Physiol Behav;Factors influencing behavior in the forced swim test.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1541;W;23687296;"Penalva, DA; Furland, NE; Lopez, GH; Aveldano, MI; Antollini, SS";2013;JOURNAL OF LIPID RESEARCH;Unique thermal behavior of sphingomyelin species with nonhydroxy and 2-hydroxy very-long-chain (C28-C32) PUFAs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1561;W;23690628;"Harkey, MA; Asano, A; Zoulas, ME; Torok-Storb, B; Nagashima, J; Travis, A";2013;REPRODUCTION;Isolation, genetic manipulation, and transplantation of canine spermatogonial stem cells: progress toward transgenesis through the male germ-line;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1601;W;23691240;"Carnevali, L; Sgoifo, A; Trombini, M; Landgraf, R; Neumann, ID; Nalivaiko, E";2013;PLOS ONE;Different Patterns of Respiration in Rat Lines Selectively Bred for High or Low Anxiety;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1611;W;23696423;"Hosseini, A; Baeeri, M; Rahimifard, M; Navaei-Nigjeh, M; Mohammadirad, A; Pourkhalili, N; Hassani, S; Kamali, M; Abdollahi, M";2013;HUMAN & EXPERIMENTAL TOXICOLOGY;Antiapoptotic effects of cerium oxide and yttrium oxide nanoparticles in isolated rat pancreatic islets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6237;P;23696910;Karl S, Gutiérrez L, Lucyk-Maurer R, Kerr R, Candido RR, Toh SQ, Saunders M, Shaw JA, Suvorova A, Hofmann A, House MJ, Woodward RC, Graeff-Teixera C, St Pierre TG, Jones MK.;2013;PLoS Negl Trop Dis;The iron distribution and magnetic properties of schistosome eggshells: implications for improved diagnostics.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1547;W;23698012;"Gleason, ED; Marler, CA";2013;PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES;Non-genomic transmission of paternal behaviour between fathers and sons in the monogamous and biparental California mouse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6239;P;23700838;Grigorkina EB, Olenev GV.;2013;Radiats Biol Radioecol;[Migration of rodents in the Eastern Urals Radioactive Trace zone (radiobiological aspect)].;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1456;W;23706525;"Alvarez, P; Green, PG; Levine, JD";2013;BIOLOGICAL PSYCHIATRY;Stress in the Adult Rat Exacerbates Muscle Pain Induced by Early-Life Stress;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1721;W;23711508;"Patel, SD; Brennan, G; Brazin, J; Ciardiello, AJ; Silver, RB; Vannucci, SJ";2013;DEVELOPMENTAL NEUROSCIENCE;Mast Cell Isolation from the Immature Rat Brain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1577;W;23711565;"Masis-Calvo, M; Sequeira-Cordero, A; Mora-Gallegos, A; Fornaguera-Trias, J";2013;PHYSIOLOGY & BEHAVIOR;Behavioral and neurochemical characterization of maternal care effects on juvenile Sprague-Dawley rats;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1508;W;23711927;"Blaney, CE; Gunn, RK; Stover, KR; Brown, RE";2013;BEHAVIOURAL BRAIN RESEARCH;Maternal genotype influences behavioral development of 3xTg-AD mouse pups;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1214;W;23712516;"Cao, XJ; Huang, SH; Cao, JJ; Chen, TT; Zhu, P; Zhu, R; Su, PY; Ruan, DY";2014;DEVELOPMENTAL PSYCHOBIOLOGY;The Timing of Maternal Separation Affects Morris Water Maze Performance and Long-Term Potentiation in Male Rats;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1538;W;23714045;"Slawinska, A; Wieronska, JM; Stachowicz, K; Marciniak, M; Lason-Tyburkiewicz, M; Gruca, P; Papp, M; Kusek, M; Tokarski, K; Doller, D; Pilc, A";2013;BRITISH JOURNAL OF PHARMACOLOGY;The antipsychotic-like effects of positive allosteric modulators of metabotropic glutamate mGlu(4) receptors in rodents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1509;W;23714075;"Niknazar, S; Nahavandi, A; Najafi, R; Danialy, S; Mehrjerdi, FZ; Karimi, M";2013;BEHAVIOURAL BRAIN RESEARCH;Parents' adulthood stress induces behavioral and hormonal alterations in male rat offspring;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1542;W;23716620;"Marrocco, J; Mairesse, J; Bucci, D; Lionetto, L; Battaglia, G; Consolazione, M; Ravasi, L; Simmaco, M; Morley-Fletcher, S; Maccari, S; Nicoletti, F";2013;MOLECULAR PHARMACOLOGY;Early Life Stress Causes Refractoriness to Haloperidol-Induced Catalepsy;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1580;W;23716699;"Kundakovic, M; Gudsnuk, K; Franks, B; Madrid, J; Miller, RL; Perera, FP; Champagne, FA";2013;PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA;Sex-specific epigenetic disruption and behavioral changes following low-dose in utero bisphenol A exposure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1600;W;23717492;"Eisinger, BE; Zhao, CJ; Driessen, TM; Saul, MC; Gammie, SC";2013;PLOS ONE;Large Scale Expression Changes of Genes Related to Neuronal Signaling and Developmental Processes Found in Lateral Septum of Postpartum Outbred Mice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1455;W;23726318;"Zaidan, H; Leshem, M; Gaisler-Salomon, I";2013;BIOLOGICAL PSYCHIATRY;Prereproductive Stress to Female Rats Alters Corticotropin Releasing Factor Type 1 Expression in Ova and Behavior and Brain Corticotropin Releasing Factor Type 1 Expression in Offspring;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6244;P;23727175;Westenbroek C, Perry AN, Becker JB.;2013;Behav Brain Res;Pair housing differentially affects motivation to self-administer cocaine in male and female rats.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1519;W;23729300;"Arcego, DM; Krolow, R; Lampert, C; Noschang, C; Pettenuzzo, LF; Marcolin, ML; Toniazzo, AP; Dalmaz, C";2013;NEUROCHEMICAL RESEARCH;Stress During the Pre-pubertal Period Leads to Long-Term Diet-Dependent Changes in Anxiety-Like Behavior and in Oxidative Stress Parameters in Male Adult Rats;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6246;P;23729562;Umukoro S, Omogbiya IA, Eduviere TA.;2013;J Basic Clin Physiol Pharmacol;Effect of Jobelyn® on intruder- and isolation-induced aggressive behavior in mice.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6247;P;23734014;Foo LC.;2013;Cold Spring Harb Protoc;Purification and culture of astrocytes.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1322;W;23740556;"Benite-Ribeiro, SA; dos Santos, JM; Duarte, JAR";2014;CELL BIOCHEMISTRY AND FUNCTION;Moderate physical exercise attenuates the alterations of feeding behaviour induced by social stress in female rats;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1597;W;23741464;"Shahar-Gold, H; Gur, R; Wagner, S";2013;PLOS ONE;Rapid and Reversible Impairments of Short- and Long-Term Social Recognition Memory Are Caused by Acute Isolation of Adult Rats via Distinct Mechanisms;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1515;W;23742269;"Klampfl, SM; Neumann, ID; Bosch, OJ";2013;EUROPEAN JOURNAL OF NEUROSCIENCE;Reduced brain corticotropin-releasing factor receptor activation is required for adequate maternal care and maternal aggression in lactating rats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;W;23744967;"Gudsnuk, K; Champagne, FA";2012;ILAR JOURNAL;Epigenetic Influence of Stress and the Social Environment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1720;W;23751776;"Blaze, J; Scheuing, L; Roth, TL";2013;DEVELOPMENTAL NEUROSCIENCE;Differential Methylation of Genes in the Medial Prefrontal Cortex of Developing and Adult Rats Following Exposure to Maltreatment or Nurturing Care During Infancy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1262;W;23754757;"Pittet, F; Le Bot, O; Houdelier, C; Richard-Yris, MA; Lumineau, S";2014;DEVELOPMENTAL PSYCHOBIOLOGY;Motherless Quail Mothers Display Impaired Maternal Behavior and Produce More Fearful and Less Socially Motivated Offspring;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6251;P;23754975;Hostetler CM, Ryabinin AE.;2013;Front Neurosci;The CRF system and social behavior: a review.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1510;W;23756143;"Vega, MCS; Chong, SY; Burne, THJ";2013;BEHAVIOURAL BRAIN RESEARCH;Early gestational exposure to moderate concentrations of ethanol alters adult behaviour in C57BL/6J mice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1533;W;23759354;"Mizuno, T; Omata, N; Murata, T; Mitsuya, H; Maruoka, N; Mita, K; Kiyono, Y; Okazawa, H; Ikeda, H; Wada, Y";2013;MEDICAL HYPOTHESES;Mania: Not the opposite of depression, but an extension? Neuronal plasticity and polarity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6252;P;23759525;Dobek GL, Fulkerson ND, Nicholas J, Schneider BS.;2013;Comp Med;Mouse model of muscle crush injury of the legs.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6253;P;23760888;Toth I, Neumann ID.;2013;Cell Tissue Res;Animal models of social avoidance and social fear.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1581;W;23762466;"Zinck, L; Lima, SQ";2013;PLOS ONE;Mate Choice in Mus musculus Is Relative and Dependent on the Estrous State;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1518;W;23763285;"Clarke, M; Cai, G; Saleh, S; Buller, KM; Spencer, SJ";2013;JOURNAL OF NEUROENDOCRINOLOGY;Being Suckled in a Large Litter Mitigates the Effects of Early-Life Stress on Hypothalamic-Pituitary-Adrenal Axis Function in the Male Rat;1;rat;wistar;wistar;P;M;M;P10;10;10;24;24;NC;NC;notApplicable;notApplicable;O;split;cross fostering, 10 pups per litter, M:F =1:1;1;isofluorane anaesthesia and Xray absortiometry test 7 days before;b;forced swim test;FST;notApplicable;notApplicable;warm water (25-30C).;5min;;L;L;P79;12;;immobility(%) day1;immobility0h;notApplicable;;0h;notApplicable;ns;ns;ANOVA;ruler;;;;10;177;;46;10;136;;44;percentage;Y;NS;NS;NS;Y;Y;NS;Y;NS;;
